Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,G3V681,DNA replication licensing factor MCM4 OS=Rattus norvegicus OX=10116 GN=Mcm4 PE=1 SV=1,0,3.746,2,1,2,1,862,96.5,7.23,,,3.1,3.17,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9JJ46,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Rattus norvegicus OX=10116 GN=Ebp PE=1 SV=3",0,3.738,6,1,1,1,230,26.7,7.59,,,,2.46,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,2158177.962,,,819366.75,,,,,334585.2842,537813.3903,,608423.5821,1533108,,,819366.75,,,,,202325.4219,371300.1875,,411620.6875,1,,,1,,,,,1,1,,1,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,1,Met-loss+Acetyl [N-Term],,,,,,,,,,,,
FALSE,High,Master Protein,Q9Z254,PDZ domain-containing protein GIPC1 OS=Rattus norvegicus OX=10116 GN=Gipc1 PE=1 SV=2,0,3.731,5,1,1,1,333,36.1,5.91,2.79,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,0,1194066.505,689468.3635,1703415.277,1351139.375,828145.9887,1654020.999,583204.4088,,,,,,848230.75,335087.2813,1250887,1351139.375,315005.3438,1090686,420990.25,,,,,,1,1,1,1,1,1,1,,,,,,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZMS1,"Splicing factor 3b, subunit 2 OS=Rattus norvegicus OX=10116 GN=Sf3b2 PE=1 SV=3",0,3.714,2,1,1,1,878,98.1,5.62,2.24,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,0,1030750.009,1059823.03,,,1186612.758,2214114.548,,,,,,,732215.375,515082.6875,,,451356.8438,1460020,,,,,,,1,1,,,1,1,,,,,,,High,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q3B8N8,Pescadillo homolog OS=Rattus norvegicus OX=10116 GN=Pes1 PE=2 SV=1,0,3.712,5,1,1,1,586,67.6,7.2,,,,,,3.39,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,0,,,,,,485457.6792,,,,,,,,,,,,320118,,,,,,,,,,,,1,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P61354,60S ribosomal protein L27 OS=Rattus norvegicus OX=10116 GN=Rpl27 PE=2 SV=2,0,3.696,15,1,2,1,136,15.8,10.56,,,4.04,4.15,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,,,2924638.521,2337070.875,,1035478.613,,,,,658802.773,957491.5622,,,2147680.813,2337070.875,,682809.9688,,,,,590429.4375,647777.875,,,2,2,,2,,,,,1,1,Not Found,Not Found,High,High,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B2GUV5,V-type proton ATPase subunit G OS=Rattus norvegicus OX=10116 GN=Atp6v1g1 PE=1 SV=1,0,3.694,9,1,3,1,118,13.7,7.28,,1.96,3.43,,,3.86,,,,,,,,1,1,,,1,,,,,,,,1,1,,,1,,,,,,,0,0,,5058379.114,1726897.057,3051091.25,9507337.847,3972141.774,1223327.111,1505769.526,,1416790.028,1186659.123,1541983.412,,2458413.75,1268130.625,3051091.25,3616345.75,2619289.25,883067.375,917825.375,,978135.5625,1063502.625,1043207.875,,1,1,1,1,1,1,1,,1,1,1,Not Found,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K3V2,Aflatoxin B1 aldehyde reductase member 2 OS=Rattus norvegicus OX=10116 GN=Akr7a2 PE=1 SV=1,0,3.687,5,1,1,1,337,37.5,6.73,2.6,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,0,1145256.301,701435.7541,,,1626200.883,3421605.942,,,,,,,813557.375,340903.5313,,,618564.8125,2256257.75,,,,,,,1,1,,,1,1,,,,,,,High,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A2RRU1,"Glycogen [starch] synthase, muscle OS=Rattus norvegicus OX=10116 GN=Gys1 PE=1 SV=1",0,3.686,3,1,1,1,738,84,6.18,,,3.06,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2KA90,Desmocollin 1 OS=Rattus norvegicus OX=10116 GN=Dsc1 PE=4 SV=1,0,3.68,2,2,2,2,843,94,5.87,,,2.28,,,,,,3.49,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,0,0,713985.7115,965078.8729,1797988.217,586381.4375,771633.1314,826197.8474,2927045.607,659784.447,4229360.692,,1237958.013,,507195.0625,469036.25,1320335.75,586381.4375,293509.3125,544807.125,2112908.688,402164.4063,2557515.906,,1109477.5,,1,1,1,1,1,1,2,1,2,,1,,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K9J2,V-type proton ATPase subunit H OS=Rattus norvegicus OX=10116 GN=Atp6v1h PE=1 SV=1,0,3.677,4,1,2,1,483,55.8,6.61,3.54,,,,,1.86,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,0,0,803526.719,1011968.256,5420909.913,6274555,,1604928.847,503250.7825,864059.0331,1094227.201,2433360.116,708044.8208,1891378.148,570802.4375,491824.875,3980794.25,6274555,,1058313.906,363275.1563,526677.75,661684.75,1679963.875,634560.9375,1279586.125,1,1,1,1,,1,1,1,1,1,1,1,High,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZZ38,Sorting nexin OS=Rattus norvegicus OX=10116 GN=Snx18 PE=1 SV=1,0,3.666,3,1,2,1,615,67.8,6.46,,,3.11,3.9,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,563626.9178,,853008.4652,887765,,,587339.0135,,1335561.269,,,749969.093,400384.4688,,626398.75,887765,,,423974.8438,,807620.6875,,,507381.375,1,,1,1,,,1,,1,,,1,Peak Found,Not Found,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P17046,Lysosome-associated membrane glycoprotein 2 OS=Rattus norvegicus OX=10116 GN=Lamp2 PE=1 SV=3,0,3.658,4,2,3,2,411,45.1,7.88,,,,,,,1.64,,0,,,2.11,,,,,,,1,,1,,,1,,,,,,,1,,1,,,1,0,0,,1076034.369,482598.6047,659560.75,1517405.543,5098973.019,2954858.678,,3307643.565,,536344.4355,,,522961.5313,354391.75,659560.75,577181.875,3362338.5,2132985.75,,2000148.875,,480680.3438,,,1,1,1,1,1,1,,1,,1,,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,High,Not Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q62780,Probable ATP-dependent RNA helicase DDX46 OS=Rattus norvegicus OX=10116 GN=Ddx46 PE=1 SV=1,0,3.657,1,1,1,1,1032,117.3,9.26,,,,,,3.34,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,0,,,1290960.213,,,923425.2423,,2741592.662,2455186.905,,,,,,948004.5,,,608920.3125,,1671107.875,1484664,,,,,,1,,,1,,1,1,,,,Not Found,Not Found,Peak Found,Not Found,Not Found,High,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P16296,Coagulation factor IX OS=Rattus norvegicus OX=10116 GN=F9 PE=2 SV=2,0,3.647,3,1,10,1,462,51.8,5.3,3.14,2.7,3.54,3.09,,5.87,2.78,,3.03,,3.5,2.82,1,1,1,1,,2,1,,1,,1,1,1,1,1,1,,1,1,,1,,1,1,0,0,1817702.741,3133937.064,8598394.234,6276620,1965359.69,1758066.087,4014300.342,2246402.921,6592954.343,2958213.503,2299130.615,2690025.887,1291244.125,1523119.125,6314150,6276620,747572.0625,1159294.875,2897751.25,1369270.375,3986793,2042316.625,2060517.125,1819900.375,1,1,1,1,1,1,1,1,1,1,1,1,High,High,High,High,Peak Found,High,High,Peak Found,High,Peak Found,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P15087,Carboxypeptidase E OS=Rattus norvegicus OX=10116 GN=Cpe PE=1 SV=1,0,3.638,4,1,1,1,476,53.3,5.19,,,,,,,4.52,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,0,0,2416380.204,1015619.751,,,,,617668.4663,,,,594253.0974,6113516.767,1716527.5,493599.5313,,,,,445868.375,,,,532579,4136016.5,1,1,,,,,1,,,,1,1,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5XIF4,Small ubiquitin-related modifier 3 OS=Rattus norvegicus OX=10116 GN=Sumo3 PE=3 SV=1,0,3.637,11,1,2,1,110,12.4,5.86,,,,,,6.8,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,0,0,22303527.38,11731147.64,845815.2772,,20571613.69,38877271.59,,,,1000947.725,,473564.7497,15843789,5701434,621116.5,,7824910.5,25636250,,,,691042.8125,,320383.7813,1,1,1,,1,1,,,,1,,1,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P11275,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Rattus norvegicus OX=10116 GN=Camk2a PE=1 SV=1,0,3.636,4,1,1,1,478,54.1,7.08,,,,,,,,,,,2.98,,,,,,,,,,,,1,,,,,,,,,,,,1,,0,0,950731.133,,2971060.014,,559910.2742,468638.3164,1755126.956,2915741.257,,1663114.647,1096781.911,2174775.325,675372.25,,2181770,,212975.4063,309027.0625,1266950.875,1777258.25,,1148195.25,982953.25,1471314.625,1,,1,,1,1,1,1,,1,1,1,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q4V8J6,YTH N(6)-methyladenosine RNA-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ythdf1 PE=1 SV=1,0,3.631,6,1,1,1,559,60.9,8.95,,,,,,2.6,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F1M775,Protein diaphanous homolog 1 OS=Rattus norvegicus OX=10116 GN=Diaph1 PE=1 SV=3,0,3.61,1,1,2,1,1265,140.3,5.54,0,,,,2.08,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,0,0,2149873.152,2135213.826,,,2681856.323,2215755.776,,1250063.917,1141091.782,,,1241970.628,1527208.5,1037731.438,,,1020108.875,1461102.25,,761962.8125,690024,,,840238.3125,1,1,,,1,1,,1,1,,,1,High,Peak Found,Not Found,Not Found,High,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B2RZ78,Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus OX=10116 GN=Vps29 PE=1 SV=2,0,3.591,7,1,5,1,182,20.5,6.79,3,,,2.74,2.56,3.08,,2.13,,,,,1,,,1,1,1,,1,,,,,1,,,1,1,1,,1,,,,,0,0,4967713.748,1735174.283,2999025.92,2043993.375,3301884.293,7938344.192,1079804.161,,,1361541.698,1112304.889,1563022.192,3528922,843308.9375,2202306.5,2043993.375,1255951.5,5234662,779464.3125,,,939992.75,996865.1875,1057441.375,1,1,1,1,1,1,1,,,1,1,1,High,Peak Found,Peak Found,High,High,High,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K9C5,Numb-like protein OS=Rattus norvegicus OX=10116 GN=Numbl PE=1 SV=1,0.001,3.581,3,1,1,1,641,68.6,8.43,,,,,,2.99,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,0,,,,,,628695.0901,,,,,,,,,,,,414570.875,,,,,,,,,,,,1,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZFA8,40S ribosomal protein S17 OS=Rattus norvegicus OX=10116 GN=LOC100362366 PE=3 SV=1,0.001,3.58,16,1,1,1,135,15.5,9.77,,,,2.51,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O55164,Multiple PDZ domain protein OS=Rattus norvegicus OX=10116 GN=Mpdz PE=1 SV=1,0.001,3.573,1,1,1,1,2054,218.5,5.05,,,,2.29,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D4A3I4,Transcription factor BTF3 OS=Rattus norvegicus OX=10116 GN=Btf3l4 PE=1 SV=1,0.001,3.572,10,1,1,1,158,17.3,6.35,,,,3.34,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,457047.2011,,,719306.5625,,,,,,,,,324673.2813,,,719306.5625,,,,,,,,,1,,,1,,,,,,,,,Peak Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F1LT78,Anthrax toxin receptor OS=Rattus norvegicus OX=10116 GN=Antxr2 PE=1 SV=3,0.001,3.57,3,1,3,1,489,53.2,7.8,,,,,,,3.66,3.35,,,,2.74,,,,,,,1,1,,,,1,,,,,,,1,1,,,,1,0,0,,431783.5096,1128398.471,1162825,466452.3396,584056.8396,2436941.428,3235079.066,3137824.42,3369923.531,708134.3639,3477828.497,,209850.3281,828628.8125,1162825,177426.4219,385135.75,1759123.5,1971907.125,1897458.375,2326556.5,634641.1875,2352877.5,,1,1,1,1,1,1,1,1,1,1,1,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B5DEH4,UDP-N-acetylglucosamine pyrophosphorylase 1-like 1 OS=Rattus norvegicus OX=10116 GN=Uap1l1 PE=1 SV=1,0.001,3.564,6,1,1,1,507,56.4,5.66,3.6,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q62908,Cysteine and glycine-rich protein 2 OS=Rattus norvegicus OX=10116 GN=Csrp2 PE=1 SV=3,0.001,3.562,8,1,1,1,193,20.9,8.62,,,,,,2.48,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,0,0,2046600.947,1923041.482,,,2655067.405,1050068.49,1649102.511,,,,5889643.041,,1453846.875,934613.9375,,,1009919.063,692430.75,1190416.375,,,,5278391,,1,1,,,1,1,1,,,,1,,Peak Found,Peak Found,Not Found,Not Found,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A0G2K3V7,DNA topoisomerase I OS=Rattus norvegicus OX=10116 GN=Top1 PE=1 SV=1,0.001,3.562,2,1,1,1,748,88.5,9.38,,,3.7,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,1127923.204,479066.8549,1698820.168,2322370.75,445308.7674,,,,639398.7725,,,,801244.4375,232830.4219,1247512.625,2322370.75,169383.9531,,,,386647.6875,,,,1,1,1,1,1,,,,1,,,,Peak Found,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3ZYM4,Receptor protein-tyrosine kinase OS=Rattus norvegicus OX=10116 GN=Mst1r PE=1 SV=2,0.001,3.529,2,2,3,2,1372,150.1,6.93,,,2.21,5.18,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,,0,0,,23882821.11,858665.3259,2852902.438,14278579.93,,4655798.144,,,536670.4198,2621204.699,6355287.948,,11607247,630552.8125,2852902.438,5431203,,3360821,,,370511.0938,2349165,4299583.5,,1,1,2,1,,1,,,1,1,1,Not Found,Peak Found,High,High,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q4KLI4,Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus OX=10116 GN=Ppil1 PE=1 SV=1,0.001,3.526,13,2,2,2,166,18.2,7.99,,,,,,3.05,,,,,,1.71,,,,,,1,,,,,,1,,,,,,1,,,,,,1,0,0,2347085.602,1774887.54,4427421.336,925818.125,1762495.996,2613676.754,,,,719897.0974,937001.6812,1089933.996,1667302.594,862609.9063,3251235.25,925818.125,670407.9531,1723497.25,,,,497008.6875,839755.6875,737380,2,2,2,1,2,1,,,,1,1,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B2RYM3,"Inter-alpha trypsin inhibitor, heavy chain 1 OS=Rattus norvegicus OX=10116 GN=Itih1 PE=1 SV=1",0.001,3.521,1,1,6,1,904,100.5,6.86,2.47,2.56,,,2.49,2.63,,,2.84,2.89,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,0,0,20232581.24,15130681.56,15487965.62,27131174,9922337.109,12304927.72,22050079.92,28394028.38,24148523.67,51435004.73,26357270.95,42988817.57,14372648,7353635.375,11373442,27131174,3774200.75,8114052,15917007,17307270,14602735,35510136.5,23621802,29083499,1,1,1,1,1,1,1,1,1,1,1,1,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q4QQV8,Charged multivesicular body protein 5 OS=Rattus norvegicus OX=10116 GN=Chmp5 PE=2 SV=1,0.001,3.506,7,1,1,1,219,24.6,4.79,,,,2.72,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,1066735.979,2354911.494,2078168.25,,2147928.215,,1017020.923,6416552.65,,,,,518442.4375,1729307.125,2078168.25,,1416375.75,,619914,3880122,,,,,1,1,1,,1,,1,1,,,,Not Found,Peak Found,Peak Found,High,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9JHL4,Drebrin-like protein OS=Rattus norvegicus OX=10116 GN=Dbnl PE=1 SV=1,0.001,3.492,3,1,2,1,436,48.6,4.92,3.46,,,,,3.33,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,0,0,945819.794,,,758580.875,530472.9359,2204011.082,,,,,,,671883.375,,,758580.875,201778.2031,1453357.625,,,,,,,1,,,1,1,1,,,,,,,High,Not Found,Not Found,Peak Found,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q8K5A9,Death domain-containing membrane protein NRADD OS=Rattus norvegicus OX=10116 GN=Nradd PE=1 SV=2,0.001,3.464,5,1,1,1,228,24.4,5.14,,,3.61,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,,,2389522.137,1984940,,467549.7092,,,,,,,,,1754723.125,1984940,,308309.2188,,,,,,,,,1,1,,1,,,,,,,Not Found,Not Found,High,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B0BN81,40S ribosomal protein S5 OS=Rattus norvegicus OX=10116 GN=Rps5 PE=1 SV=1,0.001,3.456,11,2,2,2,204,22.9,9.72,,,2.21,,,2.44,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,0,0,,1717302.028,,,3997897.641,2723049.102,,,,,,,,834622.875,,,1520697,1795619,,,,,,,,1,,,1,1,,,,,,,Not Found,Peak Found,High,Not Found,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q6TUE3,LRRGT00101 OS=Rattus norvegicus OX=10116 GN=Tmem106b PE=1 SV=1,0.001,3.455,8,2,2,2,348,37.8,9.22,,,,,2.07,0,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,0,0,7502391.834,3531433.183,1629163.096,1534787.75,2183691.665,2622161.075,922164.4968,757750.0172,3003779.532,1572245.16,1024168.399,,5329484.938,1716305.5,1196360.609,1534787.75,830619.9063,1729091.938,665671,461878.25,1816400.75,1085460,917875.875,,2,2,2,1,2,2,1,1,1,1,1,,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5GAM5,Angiogenin ribonuclease 2 OS=Rattus norvegicus OX=10116 GN=Ang2 PE=1 SV=1,0.001,3.452,7,1,1,1,167,18.5,9.52,,,,,2.63,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,0,0,5539675.082,2415971.047,1949901.886,1538751.125,3418277.251,3336077.84,,,,,,,3935227,1174181.75,1431892.125,1538751.125,1300224.375,2199859.25,,,,,,,1,1,1,1,1,1,,,,,,,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F1LR42,RUN and FYVE domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Rufy1 PE=1 SV=1,0.001,3.449,2,1,1,1,711,80.3,5.72,,,,2.84,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
