Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: A Sequest HT,Score Sequest HT: B Sequest HT,Score Sequest HT: C Sequest HT,Score Sequest HT: D Sequest HT,Score Sequest HT: E Sequest HT,Score Sequest HT: F Sequest HT,Score Sequest HT: G Sequest HT,Score Sequest HT: H Sequest HT,Score Sequest HT: I Sequest HT,Score Sequest HT: J Sequest HT,Score Sequest HT: K Sequest HT,Score Sequest HT: L Sequest HT,# PSMs (by Search Engine): A Sequest HT,# PSMs (by Search Engine): B Sequest HT,# PSMs (by Search Engine): C Sequest HT,# PSMs (by Search Engine): D Sequest HT,# PSMs (by Search Engine): E Sequest HT,# PSMs (by Search Engine): F Sequest HT,# PSMs (by Search Engine): G Sequest HT,# PSMs (by Search Engine): H Sequest HT,# PSMs (by Search Engine): I Sequest HT,# PSMs (by Search Engine): J Sequest HT,# PSMs (by Search Engine): K Sequest HT,# PSMs (by Search Engine): L Sequest HT,# Peptides (by Search Engine): A Sequest HT,# Peptides (by Search Engine): B Sequest HT,# Peptides (by Search Engine): C Sequest HT,# Peptides (by Search Engine): D Sequest HT,# Peptides (by Search Engine): E Sequest HT,# Peptides (by Search Engine): F Sequest HT,# Peptides (by Search Engine): G Sequest HT,# Peptides (by Search Engine): H Sequest HT,# Peptides (by Search Engine): I Sequest HT,# Peptides (by Search Engine): J Sequest HT,# Peptides (by Search Engine): K Sequest HT,# Peptides (by Search Engine): L Sequest HT,# Protein Pathway Groups,# Razor Peptides,Abundances (Normalized): F1: Sample,Abundances (Normalized): F2: Sample,Abundances (Normalized): F3: Sample,Abundances (Normalized): F4: Sample,Abundances (Normalized): F5: Sample,Abundances (Normalized): F6: Sample,Abundances (Normalized): F7: Sample,Abundances (Normalized): F8: Sample,Abundances (Normalized): F9: Sample,Abundances (Normalized): F10: Sample,Abundances (Normalized): F11: Sample,Abundances (Normalized): F12: Sample,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F3: Sample,Abundance: F4: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F9: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundances Count: F1: Sample,Abundances Count: F2: Sample,Abundances Count: F3: Sample,Abundances Count: F4: Sample,Abundances Count: F5: Sample,Abundances Count: F6: Sample,Abundances Count: F7: Sample,Abundances Count: F8: Sample,Abundances Count: F9: Sample,Abundances Count: F10: Sample,Abundances Count: F11: Sample,Abundances Count: F12: Sample,Found in Sample: [S1] F1: Sample,Found in Sample: [S2] F2: Sample,Found in Sample: [S3] F3: Sample,Found in Sample: [S4] F4: Sample,Found in Sample: [S5] F5: Sample,Found in Sample: [S6] F6: Sample,Found in Sample: [S7] F7: Sample,Found in Sample: [S8] F8: Sample,Found in Sample: [S9] F9: Sample,Found in Sample: [S10] F10: Sample,Found in Sample: [S11] F11: Sample,Found in Sample: [S12] F12: Sample,# Protein Groups,Modifications,,,,,,,,,,,,
FALSE,High,Master Protein,H7C2W9,60S ribosomal protein L31 (Fragment) OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,0,4.525,13,1,5,1,108,12.8,11,,,,3.61,3.08,,,,2.75,3.13,,3.19,,,,1,1,,,,1,1,,1,,,,1,1,,,,1,1,,1,0,0,,,11881422.3,6199744.951,1748279.25,726722.2775,1318588.95,2069259.891,2117736.58,3121058.807,,2163787.091,,,8344600.5,4592408.5,1748279.25,277181.375,930867.25,1330808.125,1039840.25,2229901.75,,1372728.25,,,1,1,1,1,1,1,1,1,,1,Not Found,Not Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,High,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P07225,Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1,0,4.511,6,3,3,3,676,75.1,5.67,,,,,1.71,,,,,,3.08,2.36,,,,,1,,,,,,1,1,,,,,1,,,,,,1,1,0,0,2589045.968,3149759.398,4100902.557,403431.7614,1987635.875,5719153.775,2123843.424,1799175.156,3448273.933,3588350.009,4338884.747,3374053.644,1187070.125,1546068.5,2880159.688,298838.6563,1987635.875,2181360,1499342.375,1157107.875,1693153.938,2563767.125,2827789.625,2140533.5,1,1,2,1,1,1,1,1,2,2,2,1,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,D3YTB1,60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1,0,4.504,11,1,3,1,133,15.6,11.44,,,2.6,1.99,,,,,,2.7,,,,,1,1,,,,,,1,,,,,1,1,,,,,,1,,,0,0,165545449.2,3453001.476,6359550.267,12135111.92,,,2312173.384,,2638089.661,231023035.3,2180219.14,7884338.917,75902112,1694915.75,4466460.75,8988981.25,,,1632295.25,,1295341.375,165058944,1420918.375,5001903.75,1,1,1,1,,,1,,1,1,1,1,Peak Found,Peak Found,High,High,Not Found,Not Found,Peak Found,Not Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B5MCT8,40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1,0,4.492,17,3,6,3,139,16.6,11.06,,,2.62,7.43,,,,,,4.82,,,,,1,3,,,,,,2,,,,,1,3,,,,,,2,,,0,0,3148762.131,1045599.237,16230857.9,30772335.39,788584.9375,1466063.256,1376336.792,934740.8164,,10945021.81,822288.268,3075028.091,1443698.375,513235.4063,11399310.75,22794346.5,788584.9375,559175.6875,971634.75,601162.125,,7819885.75,535911.5,1950828.688,1,1,3,3,1,1,1,1,,3,1,2,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,E9PD35,Vascular endothelial growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FLT4 PE=1 SV=1,0,4.488,2,2,3,2,1306,146.4,6.42,,,,,,,,,2.46,2.82,,2.88,,,,,,,,,1,1,,1,,,,,,,,,1,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q1JUQ5,Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=1,0,4.476,15,1,2,1,92,10.1,5.9,,,3.46,3.93,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,6406301.39,,13120009.17,6750104.271,,17035036.31,,,5004239.519,,5108899.028,3587632.39,2937270.75,,9214489,5000082.5,,6497385.5,,,2457156.25,,3329632.5,2276030,1,,1,1,,1,,,1,,1,1,Peak Found,Not Found,High,High,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q86UD1,Out at first protein homolog OS=Homo sapiens OX=9606 GN=OAF PE=2 SV=1,0,4.463,14,3,4,3,273,30.7,6.84,,,,,,,,,4.94,2.01,2.62,,,,,,,,,,2,1,1,,,,,,,,,,2,1,1,,0,0,1986187.358,1690983.35,3210255.929,1463362.854,634908.1875,993541.1852,1965790.445,5177153.86,3022328.497,2091741.971,5366841.747,1849543.757,910661.1875,830024.0625,2254637.75,1083973.625,634908.1875,378949.5938,1387763.75,3329595.5,1484008.375,1494486.125,3497742,1173369.125,1,1,1,1,1,1,1,2,1,1,2,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V423,"Tryptophan--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=1",0,4.463,26,1,1,1,140,15.8,7.59,,,3.26,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,B8ZZL8,10 kDa chaperonin OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=1,0,4.462,31,3,4,3,101,10.7,9.58,,,5.82,1.84,,,,,,2.12,,,,,2,1,,,,,,1,,,,,2,1,,,,,,1,,,0,0,4225119.828,7464251.232,10929969.01,5650194.026,,7658960.096,1212566.84,3115303.213,2036990.687,4406636.882,1132169.618,4959421.057,1937205.281,3663849.281,7676372.625,4185333.313,,2921227.484,856020.1875,2003552.5,1000192.813,3148408.25,737871.0625,3146306.5,2,3,3,3,,2,1,2,2,2,1,2,Peak Found,Peak Found,High,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P14550,Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,0,4.432,6,2,12,2,325,36.6,6.79,6.09,,3.11,5.57,2.36,,6.21,3.25,2.87,3.05,,3.21,2,,1,2,1,,2,1,1,1,,1,2,,1,2,1,,2,1,1,1,,1,0,0,4112210.041,6151756.346,10400619.01,7563096.197,2790532.875,2640376.874,7142867.142,4482240.402,4104282.389,6899510.491,2973649.108,7576112.394,1885436.469,3019607.375,7304597.75,5602299.375,2790532.875,1007074.25,5042557.875,2882674.125,2015263.875,4929490.75,1938022,4806361.75,2,2,2,2,2,1,2,2,1,2,1,2,High,Peak Found,High,High,High,Peak Found,High,High,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q10469,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT2 PE=1 SV=1",0,4.426,4,2,4,2,447,51.5,8.76,,,4,,,,,,,2.17,2.16,1.81,,,1,,,,,,,1,1,1,,,1,,,,,,,1,1,1,0,0,,982683.6198,2722607.427,739644.9841,367322.0625,,4788048.462,1127170.763,5220544.556,5120976.897,2151561.363,3731035.504,,482353.0938,1912150.813,547885.75,367322.0625,,3380156.875,724920.0625,2563365.25,3658782.5,1402241.188,2367006.375,,1,2,1,1,,2,1,2,2,2,2,Not Found,Peak Found,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P22531,Small proline-rich protein 2E OS=Homo sapiens OX=9606 GN=SPRR2E PE=2 SV=2,0,4.424,36,2,3,1,72,7.9,8.31,,,,2.43,6.74,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,0,0,,,,1081209.812,3743194,,,,,,,,,,,800897,3743194,,,,,,,,,,,1,1,,,,,,,,Not Found,Not Found,Not Found,Peak Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14520,Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1,0,4.393,2,1,4,1,560,62.6,6.54,,,2.43,,,,,,2.02,2,2.28,,,,1,,,,,,1,1,1,,,,1,,,,,,1,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,0,4.391,11,2,4,2,380,39.8,8.94,,,,,3.26,5.63,,,3.3,,,,,,,,1,2,,,1,,,,,,,,1,2,,,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P08697,Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3,0,4.385,2,1,32,1,491,54.5,6.29,17.57,12.67,5.44,6.77,5.55,7.13,5.61,5.14,2.79,5.23,5.69,2.63,7,5,2,3,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,450551592.3,520047080.9,491562884.6,236469938.2,225884539.4,356498391.8,728675322.9,805011288.4,888051880.4,679901784.8,864160119.1,1046766522,206576608.4,255266612.1,345236099.7,175163101.5,225884539.4,135973146.1,514413528.2,517728859.5,436046720,485769180.8,563200721.3,664079188.8,2,2,2,2,2,2,2,2,2,2,2,2,High,High,High,High,High,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,0,4.383,6,2,2,2,472,51.1,8.4,,,,3.67,,,,,2.5,,,,,,,1,,,,,1,,,,,,,1,,,,,1,,,,0,0,,10909661.77,1220120.484,1542488.97,,,,3113145.998,1043732.166,,1549310.466,,,5355039,856919.125,1142585.625,,,,2002165.125,512488.0625,,1009735.063,,,1,1,1,,,,1,1,,1,,Not Found,Peak Found,Peak Found,High,Not Found,Not Found,Not Found,Peak Found,High,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q9H009,Nascent polypeptide-associated complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=NACA2 PE=1 SV=1,0,4.358,7,1,4,1,215,23.2,4.73,,,7.44,,,,,4.11,,3.61,,,,,2,,,,,1,,1,,,,,1,,,,,1,,1,,,0,0,,,2664216.5,1879054.923,866444.4375,1977015.365,,1996321.957,2716407.038,2334808.284,,,,,1871141.5,1391894,866444.4375,754059.5,,1283899.375,1333796.375,1668149.625,,,,,1,1,1,1,,1,1,1,,,Not Found,Not Found,High,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,High,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O15131,Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5 PE=1 SV=3,0,4.355,4,1,1,1,539,60.6,5.12,,,,2.43,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F8W1S1,"Keratin, type II cytoskeletal 74 OS=Homo sapiens OX=9606 GN=KRT74 PE=1 SV=1",0,4.355,5,3,53,1,543,59.4,7.44,,1.61,,0,72.91,6.06,,,0,3.31,4.37,,,1,,1,43,3,,,1,2,2,,,1,,1,2,2,,,1,1,2,,0,0,3000682.957,5224377.93,2345979.01,375683.764,366853.2188,1533924.23,2154441.954,,670767.7458,1740384.142,4174745.744,,1375804.5,2564401,1647635.875,278284.5625,366853.2188,585058.75,1520943.625,,329356.9688,1243451.625,2720815,,1,1,1,1,1,1,1,,1,1,1,,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,0,4.333,4,1,1,1,466,52.1,5.52,,,,,,,,,,3.1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q15121,Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2,0,4.323,15,1,1,1,130,15,5.02,,,3.78,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,,,4412607.355,343450.312,,,,,,,,,,,3099077.25,254407.9063,,,,,,,,,,,1,1,,,,,,,,,Not Found,Not Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,0,4.32,6,2,3,2,389,45.5,5.62,,,3.5,,,,,,,5.75,,,,,1,,,,,,,2,,,,,1,,,,,,,2,,,0,0,24879096.19,27610313.2,12061928,13133027.58,23162962,32885773.93,10990820.96,11278926.01,12171745.29,9185490.685,13984583.11,9788999.433,11406994,13552602,8471373.875,9728178.813,23162962,12543064,7759048.25,7253843,5976508.5,6562754.188,9114199,6210239.5,1,1,2,2,1,1,2,1,1,2,1,1,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,K7ER96,Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1,0,4.318,5,1,1,1,281,31.4,4.83,,,4.15,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,0,0,,,1689481.737,1823510.243,,,,,5124392.182,,,916215.2084,,,1186562.5,1350749.75,,,,,2516153,,,581256.125,,,1,1,,,,,1,,,1,Not Found,Not Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3,0,4.317,1,1,14,1,911,101.3,6.79,5.24,5.57,,6.29,,2.36,2.87,2.81,,6.07,3.37,6.29,2,2,,2,,1,1,1,,2,1,2,1,1,,1,,1,1,1,,1,1,1,0,0,62240609.88,72020948.22,46542419.18,34075913.54,29717406,48537015.24,92686317.17,53697445.24,4568496.647,71096146.26,69004245.23,64319408.69,28537140.5,35351690.5,32687828.5,25241444,29717406,18512652,65432565,34534568,2243200,50796037.75,44972268.25,40804878.5,2,2,2,1,1,1,2,1,1,2,2,2,High,High,Peak Found,High,Peak Found,High,High,High,Peak Found,High,High,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,G3V4P8,Glia maturation factor beta (Fragment) OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=1,0,4.3,11,1,1,1,150,17.5,5.31,,,,,,,,3.86,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q92520,Protein FAM3C OS=Homo sapiens OX=9606 GN=FAM3C PE=1 SV=1,0,4.296,7,1,5,1,227,24.7,8.29,,,2.42,3.18,3.64,,3.04,3.02,,,,,,,1,1,1,,1,1,,,,,,,1,1,1,,1,1,,,,,0,0,1359998.586,1080119.7,4055156.268,1337763.12,1144778.625,919831.2374,1463567.746,2062858.41,6205592.024,3669592.264,,1588846.038,623555.4375,530179.875,2848031,990936.6875,1144778.625,350835.6563,1033216.063,1326691.125,3047038.25,2621812.25,,1007979.875,1,1,1,1,1,1,1,1,1,1,,1,Peak Found,Peak Found,High,High,High,Peak Found,High,High,Peak Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q16610,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2,0,4.271,6,2,5,2,540,60.6,6.71,,,,,3.93,,2.28,,2.8,2.55,,2.61,,,,,1,,1,,1,1,,1,,,,,1,,1,,1,1,,1,0,0,2294584.741,2817932.381,2656954.354,,2270233.938,4858323.777,8179655.865,5265846.714,7088446.058,3353806.976,5042500.848,4984884.675,1052060.5,1383190.25,1866041.125,,2270233.938,1853028.188,5774486.25,3386636.75,3480532.75,2396193.25,3286358.688,3162460.875,1,1,1,,2,2,2,1,1,1,2,2,Peak Found,Peak Found,Peak Found,Not Found,High,Peak Found,High,Peak Found,High,High,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q5T750,Skin-specific protein 32 OS=Homo sapiens OX=9606 GN=XP32 PE=1 SV=1,0,4.255,5,1,4,1,250,26.2,7.97,2.75,0,2.53,,2.64,,,,,,,,1,1,1,,1,,,,,,,,1,1,1,,1,,,,,,,,0,0,4248680.022,1946159.983,1749421.185,3960398.695,7357362.75,3469343.288,,1979089.892,,,5546068.434,,1948007.563,955278.25,1228659.375,2933631.75,7357362.75,1323252.875,,1272816.875,,,3614549.75,,2,1,1,1,2,1,,1,,,2,,High,High,High,Peak Found,High,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q14118,Dystroglycan 1 OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2,0,4.249,4,2,2,2,895,97.4,8.56,,,,,4.68,,,2.01,,,,,,,,,1,,,1,,,,,,,,,1,,,1,,,,,0,0,1175424.363,1470019.488,1956876.371,3031346.885,643790,,1790094.929,1644352.841,,1934421.955,,1754617.769,538928.6875,721563.3125,1374360,2245444.5,643790,,1263730.25,1057536.625,,1382085.75,,1113147.125,1,1,1,1,1,,1,1,,1,,1,Peak Found,Peak Found,Peak Found,Peak Found,High,Not Found,Peak Found,High,Not Found,Peak Found,Not Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,E9PNS3,Toll-interacting protein OS=Homo sapiens OX=9606 GN=TOLLIP PE=1 SV=1,0,4.232,18,1,2,1,80,8.7,8.35,,,,3.66,3.74,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,0,0,,,1359279.584,1718327.635,759189.8125,,,,,,,,,,954653.8125,1272836.625,759189.8125,,,,,,,,,,1,1,1,,,,,,,,Not Found,Not Found,Peak Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P01116,GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1,0,4.223,12,2,5,2,189,21.6,6.77,,,2.4,2.44,2.35,4.47,,,,,,,,,1,1,1,2,,,,,,,,,1,1,1,2,,,,,,,0,0,4545649.035,3420656.754,6558733.979,8388322.147,5206078.5,10336411.97,1543679.996,1570071.288,787970.7788,4272315.394,957328.841,1054142.27,2084167,1679039.25,4606352.125,6213578.5,5206078.5,3942442.625,1089771.875,1009763.75,386905.4063,3052439.625,623921.75,668758.4375,1,1,2,2,2,2,1,1,1,2,1,1,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,P55011,Solute carrier family 12 member 2 OS=Homo sapiens OX=9606 GN=SLC12A2 PE=1 SV=1,0,4.221,2,2,3,2,1212,131.4,6.4,,,1.93,4.8,,,,,,,,,,,1,2,,,,,,,,,,,1,2,,,,,,,,,0,0,632932.2036,2223104.976,2822343.003,2549090.774,1237421.313,1840596.665,,,,,1311748.922,,290197.5938,1091217.5,1982197.438,1888217.375,1237421.313,702027.625,,,,,854908.625,,1,1,2,2,2,2,,,,,1,,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,X6RFL8,Ras-related protein Rab-14 (Fragment) OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=1,0,4.21,8,1,3,1,181,20.4,6.33,,,4.01,3.3,2.93,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,0,0,,,2799145.8,2623794.633,1088186,646712.852,1179703.212,,,,,,,,1965905.5,1943553.625,1088186,246664.7344,832819.875,,,,,,,,1,1,1,1,1,,,,,,Not Found,Not Found,High,High,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,F8VR50,Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=1,0,4.203,13,1,8,1,84,9.7,7.93,2.18,2.78,2.98,2.82,2.98,,,3.22,3.08,,,3.17,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,,,1,0,0,3860899.508,5974944.715,3276339.983,1371797.006,1487844.625,,2747562.881,1834447.246,3387384.998,3123781.368,1666823.989,2598291.368,1770211.313,2932818.875,2301050.125,1016147,1487844.625,,1939661.563,1179792.5,1663256.563,2231846.938,1086322.375,1648382.125,2,2,2,1,2,,2,1,2,2,1,2,High,High,High,High,High,Not Found,Peak Found,High,High,Peak Found,Peak Found,High,1,,,,,,,,,,,,,
FALSE,High,Master Protein,O75131,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,0,4.19,4,2,2,2,537,60.1,5.85,,,2.46,2.31,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,0,0,,881033.5738,4389543.726,4403297.285,1193310,6429382.124,,,4630872.043,1547095.662,,,,432457.875,3082879.125,3261705.125,1193310,2452250.375,,,2273827.25,1105352.875,,,,1,2,2,1,2,,,2,1,,,Not Found,Peak Found,High,High,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,A0A3B3ITG2,"Keratin, type I cytoskeletal 12 (Fragment) OS=Homo sapiens OX=9606 GN=KRT12 PE=1 SV=1",0,4.177,14,3,48,1,206,21.9,5.12,7.96,,1.76,19.46,31.33,19.49,,1.73,1.64,1.73,3.62,,5,,1,10,17,10,,1,1,1,2,,2,,1,1,1,2,,1,1,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,,,,,,,,,,,,,
FALSE,High,Master Protein,Q8NBJ4,Golgi membrane protein 1 OS=Homo sapiens OX=9606 GN=GOLM1 PE=1 SV=1,0,4.159,2,1,10,1,401,45.3,4.97,3.13,3.69,,3.16,,3,3.35,3.51,3.26,2.8,3.13,3.02,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,0,0,5549126.435,5185273.036,4888510.644,2576708.37,2658680.5,4979617.962,4750042.789,5406345.773,6553592.144,3746816.68,3976511.625,4904233.957,2544258.5,2545206.25,3433315.25,1908674.875,2658680.5,1899291.375,3353326.5,3476996.25,3217911.5,2676986.75,2591619.5,3111295.25,1,1,1,1,1,1,1,1,1,1,1,1,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,1,,,,,,,,,,,,,
